device_id,timestamp,movement_activity,fall_detected,impact_force,inactivity_duration,location,alert_triggered,caregiver_notified
D1097,1/19/2025 16:33,Lying,0,None,0,Living Room,0,0
D1098,1/23/2025 12:55,No Movement,0,None,0,Living Room,0,0
D1099,1/17/2025 21:33,Sitting,0,None,0,Kitchen,0,0
D1100,1/10/2025 6:07,Sitting,0,None,0,Living Room,0,0
D1101,1/16/2025 20:48,Lying,0,None,0,Bedroom,0,0
D1102,1/21/2025 4:34,Sitting,0,None,0,Bedroom,0,0
D1103,1/8/2025 19:23,Sitting,0,None,0,Kitchen,0,0
D1104,1/18/2025 3:08,Walking,0,None,0,Living Room,0,0
D1105,1/27/2025 18:38,Sitting,0,None,0,Bedroom,0,0
D1106,1/25/2025 4:13,Walking,0,None,0,Kitchen,0,0
D1107,1/13/2025 17:59,Lying,0,None,0,Living Room,0,0
D1108,1/4/2025 5:26,No Movement,0,None,0,Bathroom,0,0
D1109,1/9/2025 0:44,Sitting,0,None,0,Kitchen,0,0
D1110,1/11/2025 10:57,Lying,0,None,0,Kitchen,0,0
D1111,1/17/2025 10:16,Sitting,0,None,0,Bathroom,0,0
D1112,1/30/2025 10:23,No Movement,1,Medium,456,Bathroom,1,1
D1113,1/22/2025 9:19,Sitting,0,None,0,Living Room,0,0
D1114,1/23/2025 13:08,No Movement,0,None,0,Living Room,0,0
D1115,1/25/2025 8:04,Sitting,0,None,0,Living Room,0,0
D1116,1/18/2025 6:59,Lying,0,None,0,Bedroom,0,0
D1117,1/1/2025 3:20,No Movement,0,None,0,Bedroom,0,0
D1118,1/15/2025 5:49,Walking,0,None,0,Kitchen,0,0
D1119,1/27/2025 3:47,Walking,0,None,0,Bathroom,0,0
D1120,1/21/2025 7:17,Lying,0,None,0,Bedroom,0,0
D1121,1/27/2025 0:54,Lying,0,None,0,Bedroom,0,0
D1122,1/26/2025 9:56,No Movement,0,None,0,Kitchen,0,0
D1123,1/29/2025 0:21,No Movement,0,None,0,Living Room,0,0
D1124,1/18/2025 16:29,Lying,0,None,0,Living Room,0,0
D1125,1/30/2025 21:25,Lying,0,None,0,Bedroom,0,0
D1126,1/20/2025 23:47,Lying,0,None,0,Bedroom,0,0
D1127,1/8/2025 23:32,Lying,0,None,0,Bedroom,0,0
D1128,1/12/2025 13:44,Lying,0,None,0,Bathroom,0,0
D1129,1/30/2025 16:07,Lying,0,None,0,Bathroom,0,0
D1130,1/20/2025 3:20,Lying,0,None,0,Bedroom,0,0
D1131,1/21/2025 2:32,Sitting,0,None,0,Bathroom,0,0
D1132,1/9/2025 19:04,No Movement,1,Medium,286,Bedroom,1,1
D1133,1/27/2025 4:41,Sitting,0,None,0,Bedroom,0,0
D1134,1/4/2025 3:06,Sitting,0,None,0,Bedroom,0,0
D1135,1/17/2025 2:26,Sitting,0,None,0,Kitchen,0,0
D1136,1/10/2025 1:14,Lying,0,None,0,Bathroom,0,0
D1137,1/5/2025 11:33,Walking,0,None,0,Kitchen,0,0
D1138,1/20/2025 9:04,No Movement,0,None,0,Bathroom,0,0
D1139,1/15/2025 4:05,Sitting,0,None,0,Kitchen,0,0
D1140,1/21/2025 15:36,Walking,0,None,0,Living Room,0,0
D1141,1/18/2025 11:18,Walking,0,None,0,Living Room,0,0
D1142,1/13/2025 7:47,Lying,0,None,0,Living Room,0,0
D1143,1/12/2025 17:41,Sitting,0,None,0,Bathroom,0,0
D1144,1/21/2025 8:01,Lying,0,None,0,Living Room,0,0
D1145,1/1/2025 11:10,Lying,0,None,0,Bedroom,0,0
D1146,1/11/2025 8:31,Lying,0,None,0,Bathroom,0,0
D1147,1/9/2025 0:36,Walking,0,None,0,Bathroom,0,0
D1148,1/19/2025 15:49,No Movement,0,None,0,Bathroom,0,0
D1149,1/3/2025 15:59,Lying,0,None,0,Bathroom,0,0
D1150,1/15/2025 13:09,Walking,0,None,0,Living Room,0,0
D1151,1/29/2025 22:35,Lying,0,None,0,Bathroom,0,0
D1152,1/20/2025 9:37,No Movement,0,None,0,Living Room,0,0
D1153,1/10/2025 8:43,Lying,0,None,0,Bedroom,0,0
D1154,1/19/2025 5:24,Sitting,0,None,0,Bathroom,0,0
D1155,1/18/2025 21:28,No Movement,1,Medium,71,Living Room,1,1
D1156,1/19/2025 22:52,Walking,0,None,0,Living Room,0,0
D1157,1/17/2025 17:33,Sitting,0,None,0,Bathroom,0,0
D1158,1/15/2025 5:46,Walking,0,None,0,Living Room,0,0
D1159,1/4/2025 23:09,No Movement,0,None,0,Bathroom,0,0
D1160,1/12/2025 17:32,Sitting,0,None,0,Bedroom,0,0
D1161,1/4/2025 15:50,Walking,0,None,0,Bedroom,0,0
D1162,1/12/2025 22:48,Lying,0,None,0,Living Room,0,0
D1163,1/26/2025 5:11,Sitting,0,None,0,Living Room,0,0
D1164,1/2/2025 2:50,No Movement,0,None,0,Kitchen,0,0
D1165,1/7/2025 5:56,No Movement,1,High,85,Kitchen,1,1
D1166,1/17/2025 19:47,Lying,0,None,0,Living Room,0,0
D1167,1/13/2025 12:26,Walking,0,None,0,Bathroom,0,0
D1168,1/13/2025 0:58,No Movement,0,None,0,Kitchen,0,0
D1169,1/10/2025 23:50,Walking,0,None,0,Kitchen,0,0
D1170,1/22/2025 2:29,No Movement,0,None,0,Kitchen,0,0
D1171,1/19/2025 18:48,No Movement,0,None,0,Living Room,0,0
D1172,1/27/2025 4:18,Sitting,0,None,0,Bedroom,0,0
D1173,1/28/2025 17:39,Walking,0,None,0,Bathroom,0,0
D1174,1/28/2025 8:29,Sitting,0,None,0,Living Room,0,0
D1175,1/4/2025 12:33,Walking,0,None,0,Bathroom,0,0
D1176,1/12/2025 6:29,Sitting,0,None,0,Living Room,0,0
D1177,1/5/2025 13:52,Lying,0,None,0,Living Room,0,0
D1178,1/13/2025 8:09,Walking,0,None,0,Bedroom,0,0
D1179,1/6/2025 8:02,Lying,0,None,0,Living Room,0,0
D1180,1/21/2025 15:29,Sitting,0,None,0,Bedroom,0,0
D1181,1/18/2025 9:34,No Movement,0,None,0,Bedroom,0,0
D1182,1/1/2025 4:22,No Movement,0,None,0,Bedroom,0,0
D1183,1/1/2025 18:33,Lying,0,None,0,Bedroom,0,0
D1184,1/2/2025 4:41,Walking,0,None,0,Living Room,0,0
D1185,1/12/2025 14:56,Walking,0,None,0,Bathroom,0,0
D1186,1/17/2025 17:19,Walking,0,None,0,Bathroom,0,0
D1187,1/21/2025 10:37,Walking,0,None,0,Bedroom,0,0
D1188,1/25/2025 17:52,Lying,0,None,0,Bathroom,0,0
D1189,1/9/2025 1:58,Sitting,0,None,0,Living Room,0,0
D1190,1/9/2025 6:17,No Movement,0,None,0,Bathroom,0,0
D1191,1/29/2025 20:54,Sitting,0,None,0,Bathroom,0,0
D1192,1/10/2025 16:30,No Movement,1,Medium,360,Bathroom,1,1
D1193,1/20/2025 12:16,No Movement,0,None,0,Kitchen,0,0
D1194,1/28/2025 14:58,Walking,0,None,0,Bedroom,0,0
D1195,1/7/2025 6:58,Lying,0,None,0,Living Room,0,0
D1196,1/22/2025 19:59,No Movement,1,Low,193,Kitchen,0,0
D1197,1/4/2025 4:19,Lying,0,None,0,Kitchen,0,0
D1198,1/17/2025 23:17,Walking,0,None,0,Bedroom,0,0
D1199,1/16/2025 3:41,No Movement,0,None,0,Kitchen,0,0
D1200,1/6/2025 5:53,Lying,0,None,0,Living Room,0,0
D1201,1/5/2025 11:24,No Movement,1,Medium,415,Bedroom,1,1
D1202,1/17/2025 3:53,No Movement,0,None,0,Bedroom,0,0
D1203,1/10/2025 9:28,Sitting,0,None,0,Bedroom,0,0
D1204,1/17/2025 3:40,Walking,0,None,0,Kitchen,0,0
D1205,1/29/2025 9:55,Sitting,0,None,0,Bedroom,0,0
D1206,1/14/2025 5:01,Sitting,0,None,0,Bedroom,0,0
D1207,1/11/2025 0:23,Lying,0,None,0,Bathroom,0,0
D1208,1/15/2025 16:17,Sitting,0,None,0,Bathroom,0,0
D1209,1/12/2025 20:03,Walking,0,None,0,Living Room,0,0
D1210,1/29/2025 9:44,Walking,0,None,0,Bedroom,0,0
D1211,1/29/2025 4:28,No Movement,0,None,0,Bedroom,0,0
D1212,1/11/2025 11:44,Sitting,0,None,0,Bathroom,0,0
D1213,1/27/2025 6:32,Lying,0,None,0,Kitchen,0,0
D1214,1/5/2025 7:02,Sitting,0,None,0,Living Room,0,0
D1215,1/14/2025 5:08,Sitting,0,None,0,Living Room,0,0
D1216,1/30/2025 11:37,No Movement,0,None,0,Kitchen,0,0
D1217,1/12/2025 10:03,No Movement,0,None,0,Kitchen,0,0
D1218,1/17/2025 10:20,No Movement,0,None,0,Living Room,0,0
D1219,1/21/2025 19:56,No Movement,0,None,0,Living Room,0,0
D1220,1/7/2025 10:30,Walking,0,None,0,Bathroom,0,0
D1221,1/24/2025 15:59,Lying,0,None,0,Living Room,0,0
D1222,1/18/2025 0:56,Walking,0,None,0,Kitchen,0,0
D1223,1/8/2025 8:27,Walking,0,None,0,Bedroom,0,0
D1224,1/26/2025 3:54,Sitting,0,None,0,Bathroom,0,0
D1225,1/28/2025 22:54,Lying,0,None,0,Bedroom,0,0
D1226,1/23/2025 6:23,No Movement,0,None,0,Kitchen,0,0
D1227,1/18/2025 10:56,No Movement,0,None,0,Living Room,0,0
D1228,1/2/2025 0:02,Lying,0,None,0,Bathroom,0,0
D1229,1/23/2025 7:45,Walking,0,None,0,Bedroom,0,0
D1230,1/16/2025 2:25,Sitting,0,None,0,Living Room,0,0
D1231,1/7/2025 7:40,No Movement,0,None,0,Living Room,0,0
D1232,1/20/2025 5:41,No Movement,0,None,0,Bedroom,0,0
D1233,1/5/2025 21:55,Sitting,0,None,0,Bedroom,0,0
D1234,1/18/2025 22:59,Walking,0,None,0,Living Room,0,0
D1235,1/1/2025 13:04,Walking,0,None,0,Bedroom,0,0
D1236,1/13/2025 20:17,Lying,0,None,0,Kitchen,0,0
D1237,1/12/2025 4:53,Lying,0,None,0,Living Room,0,0
D1238,1/3/2025 2:41,Lying,0,None,0,Living Room,0,0
D1239,1/30/2025 7:12,Sitting,0,None,0,Living Room,0,0
D1240,1/3/2025 19:54,Sitting,0,None,0,Kitchen,0,0
D1241,1/28/2025 2:52,Walking,0,None,0,Bathroom,0,0
D1242,1/27/2025 3:17,Walking,0,None,0,Bathroom,0,0
D1243,1/22/2025 19:28,Lying,0,None,0,Kitchen,0,0
D1244,1/23/2025 10:32,Sitting,0,None,0,Kitchen,0,0
D1245,1/25/2025 17:41,No Movement,0,None,0,Bathroom,0,0
D1246,1/3/2025 20:44,Sitting,0,None,0,Kitchen,0,0
D1247,1/21/2025 10:58,Lying,0,None,0,Kitchen,0,0
D1248,1/29/2025 23:05,No Movement,0,None,0,Bedroom,0,0
D1249,1/21/2025 17:00,No Movement,0,None,0,Bedroom,0,0
D1250,1/17/2025 21:03,Lying,0,None,0,Bedroom,0,0
D1251,1/30/2025 11:26,Sitting,0,None,0,Bathroom,0,0
D1252,1/27/2025 0:53,Walking,0,None,0,Bathroom,0,0
D1253,1/29/2025 19:44,Walking,0,None,0,Bedroom,0,0
D1254,1/25/2025 13:54,Lying,0,None,0,Bathroom,0,0
D1255,1/19/2025 5:31,No Movement,1,Medium,102,Living Room,1,1
D1256,1/15/2025 21:11,Walking,0,None,0,Bedroom,0,0
D1257,1/19/2025 2:03,No Movement,0,None,0,Bedroom,0,0
D1258,1/27/2025 12:44,Sitting,0,None,0,Bathroom,0,0
D1259,1/4/2025 23:26,No Movement,0,None,0,Bedroom,0,0
D1260,1/24/2025 5:57,No Movement,0,None,0,Bathroom,0,0
D1261,1/25/2025 14:19,Lying,0,None,0,Bathroom,0,0
D1262,1/3/2025 11:06,No Movement,0,None,0,Bedroom,0,0
D1263,1/8/2025 15:14,Lying,0,None,0,Kitchen,0,0
D1264,1/18/2025 3:40,Sitting,0,None,0,Bathroom,0,0
D1265,1/8/2025 7:09,No Movement,0,None,0,Living Room,0,0
D1266,1/30/2025 8:28,Sitting,0,None,0,Bathroom,0,0
D1267,1/29/2025 21:22,Walking,0,None,0,Bathroom,0,0
D1268,1/13/2025 11:22,No Movement,0,None,0,Living Room,0,0
D1269,1/25/2025 21:27,Lying,0,None,0,Kitchen,0,0
D1270,1/25/2025 15:36,Walking,0,None,0,Kitchen,0,0
D1271,1/25/2025 21:22,Lying,0,None,0,Bathroom,0,0
D1272,1/16/2025 22:44,Walking,0,None,0,Bathroom,0,0
D1273,1/22/2025 22:16,Walking,0,None,0,Living Room,0,0
D1274,1/23/2025 4:18,Sitting,0,None,0,Kitchen,0,0
D1275,1/30/2025 5:15,Lying,0,None,0,Living Room,0,0
D1276,1/28/2025 16:12,Sitting,0,None,0,Bathroom,0,0
D1277,1/3/2025 4:51,No Movement,0,None,0,Living Room,0,0
D1278,1/1/2025 3:03,Sitting,0,None,0,Bathroom,0,0
D1279,1/5/2025 5:36,Walking,0,None,0,Kitchen,0,0
D1280,1/26/2025 18:20,Lying,0,None,0,Bedroom,0,0
D1281,1/19/2025 12:17,No Movement,0,None,0,Kitchen,0,0
D1282,1/30/2025 21:20,Sitting,0,None,0,Kitchen,0,0
D1283,1/2/2025 4:18,Walking,0,None,0,Living Room,0,0
D1284,1/13/2025 9:12,Sitting,0,None,0,Bathroom,0,0
D1285,1/5/2025 10:58,No Movement,0,None,0,Bedroom,0,0
D1286,1/8/2025 14:43,No Movement,1,Low,491,Kitchen,0,0
D1287,1/17/2025 21:56,No Movement,0,None,0,Kitchen,0,0
D1288,1/22/2025 18:50,Lying,0,None,0,Bedroom,0,0
D1289,1/16/2025 7:25,Walking,0,None,0,Bedroom,0,0
D1290,1/17/2025 10:06,Lying,0,None,0,Bedroom,0,0
D1291,1/4/2025 20:41,No Movement,0,None,0,Living Room,0,0
D1292,1/23/2025 10:54,Sitting,0,None,0,Living Room,0,0
D1293,1/20/2025 6:39,Walking,0,None,0,Bedroom,0,0
D1294,1/25/2025 18:23,No Movement,0,None,0,Kitchen,0,0
D1295,1/14/2025 16:20,Sitting,0,None,0,Living Room,0,0
D1296,1/4/2025 2:51,Lying,0,None,0,Bedroom,0,0
D1297,1/29/2025 16:46,Walking,0,None,0,Bathroom,0,0
D1298,1/29/2025 17:08,Lying,0,None,0,Bathroom,0,0
D1299,1/25/2025 9:26,Walking,0,None,0,Bathroom,0,0
D1300,1/16/2025 1:28,Sitting,0,None,0,Kitchen,0,0
D1301,1/2/2025 3:18,Walking,0,None,0,Kitchen,0,0
D1302,1/6/2025 20:03,Walking,0,None,0,Kitchen,0,0
D1303,1/29/2025 5:47,Lying,0,None,0,Bedroom,0,0
D1304,1/12/2025 0:45,Lying,0,None,0,Living Room,0,0
D1305,1/3/2025 8:16,Lying,0,None,0,Bedroom,0,0
D1306,1/22/2025 17:55,No Movement,0,None,0,Kitchen,0,0
D1307,1/21/2025 14:39,Sitting,0,None,0,Living Room,0,0
D1308,1/8/2025 21:40,Walking,0,None,0,Bathroom,0,0
D1309,1/13/2025 1:09,Walking,0,None,0,Kitchen,0,0
D1310,1/26/2025 10:28,Walking,0,None,0,Kitchen,0,0
D1311,1/14/2025 12:46,Lying,0,None,0,Bedroom,0,0
D1312,1/14/2025 9:52,No Movement,0,None,0,Kitchen,0,0
D1313,1/15/2025 2:36,No Movement,0,None,0,Living Room,0,0
D1314,1/25/2025 20:38,Walking,0,None,0,Bathroom,0,0
D1315,1/5/2025 12:19,Walking,0,None,0,Living Room,0,0
D1316,1/23/2025 0:23,Sitting,0,None,0,Kitchen,0,0
D1317,1/28/2025 20:58,Lying,0,None,0,Living Room,0,0
D1318,1/12/2025 9:16,Sitting,0,None,0,Living Room,0,0
D1319,1/16/2025 15:05,Sitting,0,None,0,Kitchen,0,0
D1320,1/1/2025 18:46,Sitting,0,None,0,Bathroom,0,0
D1321,1/23/2025 0:49,No Movement,0,None,0,Kitchen,0,0
D1322,1/12/2025 11:04,Walking,0,None,0,Kitchen,0,0
D1323,1/12/2025 13:49,Sitting,0,None,0,Bathroom,0,0
D1324,1/13/2025 10:07,No Movement,0,None,0,Bedroom,0,0
D1325,1/9/2025 11:23,Walking,0,None,0,Kitchen,0,0
D1326,1/18/2025 22:55,Lying,0,None,0,Bathroom,0,0
D1327,1/5/2025 1:49,Lying,0,None,0,Bathroom,0,0
D1328,1/27/2025 1:10,No Movement,0,None,0,Living Room,0,0
D1329,1/22/2025 17:11,Sitting,0,None,0,Bathroom,0,0
D1330,1/16/2025 11:51,No Movement,0,None,0,Living Room,0,0
D1331,1/14/2025 10:59,Lying,0,None,0,Living Room,0,0
D1332,1/27/2025 3:19,No Movement,1,Medium,473,Bedroom,1,1
D1333,1/4/2025 0:34,Walking,0,None,0,Bedroom,0,0
D1334,1/13/2025 10:25,No Movement,0,None,0,Bathroom,0,0
D1335,1/15/2025 2:57,Lying,0,None,0,Bedroom,0,0
D1336,1/3/2025 20:29,Sitting,0,None,0,Kitchen,0,0
D1337,1/26/2025 3:26,Sitting,0,None,0,Bedroom,0,0
D1338,1/10/2025 21:53,No Movement,0,None,0,Bedroom,0,0
D1339,1/11/2025 9:15,Sitting,0,None,0,Bedroom,0,0
D1340,1/1/2025 8:04,Lying,0,None,0,Bathroom,0,0
D1341,1/9/2025 20:24,No Movement,0,None,0,Bedroom,0,0
D1342,1/13/2025 10:33,Lying,0,None,0,Bedroom,0,0
D1343,1/28/2025 0:23,Walking,0,None,0,Bathroom,0,0
D1344,1/5/2025 3:52,Walking,0,None,0,Bathroom,0,0
D1345,1/6/2025 14:33,Sitting,0,None,0,Bathroom,0,0
D1346,1/11/2025 23:26,Walking,0,None,0,Bathroom,0,0
D1347,1/29/2025 22:35,Walking,0,None,0,Living Room,0,0
D1348,1/27/2025 7:08,Walking,0,None,0,Living Room,0,0
D1349,1/12/2025 21:29,No Movement,0,None,0,Living Room,0,0
D1350,1/4/2025 10:35,Lying,0,None,0,Bathroom,0,0
D1351,1/18/2025 13:38,No Movement,0,None,0,Bedroom,0,0
D1352,1/9/2025 15:25,No Movement,1,Low,351,Kitchen,0,0
D1353,1/9/2025 23:07,Walking,0,None,0,Bedroom,0,0
D1354,1/18/2025 19:02,Sitting,0,None,0,Bedroom,0,0
D1355,1/28/2025 8:20,Walking,0,None,0,Kitchen,0,0
D1356,1/8/2025 17:43,Lying,0,None,0,Living Room,0,0
D1357,1/28/2025 15:51,Sitting,0,None,0,Bathroom,0,0
D1358,1/7/2025 10:58,Lying,0,None,0,Bathroom,0,0
D1359,1/21/2025 17:30,No Movement,0,None,0,Living Room,0,0
D1360,1/16/2025 21:21,Lying,0,None,0,Kitchen,0,0
D1361,1/9/2025 11:53,Lying,0,None,0,Bathroom,0,0
D1362,1/26/2025 6:14,Sitting,0,None,0,Kitchen,0,0
D1363,1/24/2025 11:41,No Movement,0,None,0,Kitchen,0,0
D1364,1/24/2025 3:30,Lying,0,None,0,Bedroom,0,0
D1365,1/2/2025 19:27,Walking,0,None,0,Bathroom,0,0
D1366,1/9/2025 21:20,No Movement,0,None,0,Kitchen,0,0
D1367,1/2/2025 20:42,Sitting,0,None,0,Living Room,0,0
D1368,1/17/2025 21:06,Walking,0,None,0,Living Room,0,0
D1369,1/6/2025 0:14,Lying,0,None,0,Kitchen,0,0
D1370,1/20/2025 14:33,Sitting,0,None,0,Bedroom,0,0
D1371,1/18/2025 7:17,No Movement,0,None,0,Bedroom,0,0
D1372,1/30/2025 18:07,Lying,0,None,0,Bathroom,0,0
D1373,1/28/2025 23:17,No Movement,0,None,0,Living Room,0,0
D1374,1/17/2025 3:37,Sitting,0,None,0,Bathroom,0,0
D1375,1/9/2025 3:40,Lying,0,None,0,Living Room,0,0
D1376,1/27/2025 2:48,Walking,0,None,0,Kitchen,0,0
D1377,1/7/2025 4:59,Walking,0,None,0,Bathroom,0,0
D1378,1/17/2025 1:16,Sitting,0,None,0,Bedroom,0,0
D1379,1/26/2025 15:04,Sitting,0,None,0,Bedroom,0,0
D1380,1/6/2025 11:48,Lying,0,None,0,Bathroom,0,0
D1381,1/30/2025 22:21,No Movement,0,None,0,Bedroom,0,0
D1382,1/26/2025 18:58,Sitting,0,None,0,Bedroom,0,0
D1383,1/1/2025 20:01,Lying,0,None,0,Living Room,0,0
D1384,1/16/2025 0:09,Sitting,0,None,0,Living Room,0,0
D1385,1/25/2025 5:57,No Movement,1,High,72,Bathroom,1,1
D1386,1/26/2025 8:38,Sitting,0,None,0,Bathroom,0,0
D1387,1/30/2025 10:46,No Movement,0,None,0,Kitchen,0,0
D1388,1/10/2025 5:49,Walking,0,None,0,Living Room,0,0
D1389,1/21/2025 9:35,Walking,0,None,0,Kitchen,0,0
D1390,1/25/2025 10:04,No Movement,0,None,0,Bathroom,0,0
D1391,1/28/2025 15:25,Sitting,0,None,0,Kitchen,0,0
D1392,1/1/2025 9:03,No Movement,0,None,0,Bedroom,0,0
